job_id,company_name,job_task_str,job_task_vec,job_task_codevec,job_task_codestr,job_creat,job_applyon,job_applyoff,job_experience,job_education,job_regular,job_irregular,job_intern,job_period,job_trans,company_foundedyear,job_quota,applicants_total,applicants_male,applicants_female,applicants_age_25below,applicants_age_2630,applicants_age_3135,applicants_age_3640,applicants_age_4145,applicants_age_46above,applicants_edu_nohs,applicants_edu_hs,applicants_edu_sclg,applicants_edu_clg,applicants_edu_grd,company_type_eng,company_type_cat,Industry_Standardized,company_province,company_city,job_field_cat,job_field_catname,job_pay_lower,job_pay_upper,job_weekday,job_dayon,job_dayoff,benefit_insurance_national,benefit_insurance_health,benefit_insurance_employ,benefit_insurance_injury,benefit_insurance_retire,benefit_bonus_retire,benefit_bonus_overtime,benefit_bonus_performance,benefit_bonus_seniority,benefit_bonus_support,benefit_holiday_annual,benefit_holiday_family,benefit_holiday_mother,benefit_holiday_father,benefit_holiday_sick,benefit_edu,benefit_food,benefit_live,benefit_transport
47080419,메디펫 동물병원,Veterinary_Animal_Care,['Veterinary_Animal_Care'],[35],35,2025-06-04,2025-06-04,2025-07-04,0,no,1,0,0,0,0,2003,1.0,1.0,0.0,1.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,small,3,Medical_Healthcare,Seoul,Seocho,5,Veterinary,,,5.0,09:00,19:00,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
46988211,엘케이동물의료센터,Veterinary_Animal_Care,['Veterinary_Animal_Care'],[35],35,2025-05-19,2025-05-19,2025-06-18,0,high_school,0,1,3,12,1,2016,1.0,18.0,2.0,16.0,9,4,5,0,0,0.0,0.0,10.0,4.0,2.0,1.0,small,3,Animal_Pet,Chungcheongbuk-do,Cheongju,5,Veterinary,220.0,,5.0,09:00,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46787884,내곁에 동물병원,Veterinary_Animal_Care,['Veterinary_Animal_Care'],[35],35,2025-04-12,2025-04-12,2025-06-11,0,some_college,1,0,3,0,0,2015,,41.0,4.0,37.0,22,10,4,2,2,1.0,0.0,20.0,16.0,5.0,0.0,small,3,Medical_Healthcare,Gyeonggi-do,Uijeongbu,5,Veterinary,,,5.0,09:30,18:30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47092811,의료법인 우아의료재단 달동길메리요양병원,Patient_Management_Basic_Nursing,['Patient_Management_Basic_Nursing'],[25],25,2025-06-05,2025-06-05,2025-07-05,0,some_college,1,0,3,0,0,2017,,,,,국민연금/고용보험/산재보험/건강보험,,,,,,,,,,,small,3,Medical_Healthcare,,,1,Clinical_Nurse,258.0,292.0,5.0,09:00,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46793655,(의)한일의료재단패밀리요양병원,,[],[],,2025-04-14,2025-04-14,2070-01-01,0,college,1,0,0,0,0,2011,,1.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,small,3,Medical_Healthcare,,,1,Clinical_Nurse,250.0,,5.0,08:00,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47084356,골드퍼피동물병원 공릉점,Veterinary_Animal_Care,['Veterinary_Animal_Care'],[35],35,2025-06-04,2025-06-04,2025-07-04,0,no,0,1,0,0,1,2020,1.0,3.0,0.0,3.0,2,1,0,0,0,0.0,0.0,2.0,0.0,1.0,0.0,small,3,Animal_Pet,Seoul,Nowon,5,Veterinary,230.0,230.0,5.0,11:00,20:00,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46955270,사회복지법인 우리집공동체,,[],[],,2025-05-13,2025-05-13,2025-06-12,0,some_college,1,0,3,0,0,2012,1.0,20.0,7.0,13.0,7,8,5,0,0,0.0,0.0,0.0,6.0,3.0,11.0,nonprofit,7,Other,Chungcheongnam-do,Nonsan,1,Clinical_Nurse,300.0,500.0,5.0,09:00,18:00,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
47077138,분당데이지동물병원,Veterinary_Animal_Care|Customer_Patient_Communication_Consultation|Record_Document_Management|Inventory_Supply_Management|Administration_Clerical_Support,"['Veterinary_Animal_Care', 'Customer_Patient_Communication_Consultation', 'Record_Document_Management', 'Inventory_Supply_Management', 'Administration_Clerical_Support']","[35, 3, 30, 16, 0]",35|3|30|16|0,2025-06-03,2025-06-03,2025-07-03,0,high_school,0,1,3,12,1,,1.0,4.0,1.0,3.0,2,0,2,0,0,0.0,0.0,2.0,2.0,0.0,0.0,small,3,Animal_Pet,Gyeonggi-do,Seongnam,5,Veterinary,230.0,260.0,5.0,09:30,18:30,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47095884,동물병원 HADA,Nursing_Support_Assistance,['Nursing_Support_Assistance'],[22],22,2025-06-06,2025-06-06,2025-07-06,0,no,1,0,3,0,0,2017,,3.0,0.0,3.0,1,2,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,small,3,Medical_Healthcare,Gyeonggi-do,Gimpo,0,other,234.0,250.0,5.0,10:00,20:00,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47075744,탑벳 동물병원,Veterinary_Animal_Care,['Veterinary_Animal_Care'],[35],35,2025-06-02,2025-06-02,2025-07-02,0,no,0,1,0,0,1,2024,,10.0,6.0,4.0,7,2,0,1,0,0.0,0.0,1.0,4.0,5.0,0.0,small,3,Animal_Pet,Seoul,Seocho,5,Veterinary,220.0,300.0,5.0,09:00,06:00,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47072093,김용욱정형외과의원,Patient_Management_Basic_Nursing|Other_Unclassified,"['Patient_Management_Basic_Nursing', 'Other_Unclassified']","[25, 23]",25|23,2025-06-02,2025-06-02,2025-07-02,0,no,0,1,0,1,0,,,,,,,,,,,,,,,,,small,3,Other,,,1,Clinical_Nurse,,,,21:00,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46998077,용은의료재단충주병원,Customer_Patient_Communication_Consultation|Patient_Management_Basic_Nursing,"['Customer_Patient_Communication_Consultation', 'Patient_Management_Basic_Nursing']","[3, 25]",3|25,2025-05-20,2025-05-20,2025-06-19,3,some_college,1,0,3,0,0,,1.0,,,,산재보험,퇴직금/야간근로수당/직책수당/연장근로수당/연차수당,점심 식사 지원,,,,,,,,,small,3,Medical_Healthcare,Chungcheongbuk-do,Chungju,1,Clinical_Nurse,310.0,330.0,5.0,09:00,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47044091,(의)한일의료재단패밀리요양병원,,[],[],,2025-05-28,2025-05-28,2025-06-27,0,college,1,0,0,0,0,2011,,,,,점심 식사 지원,,,,,,,,,,,small,3,Medical_Healthcare,,,1,Clinical_Nurse,250.0,,5.0,08:00,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46955644,(의)한일의료재단패밀리요양병원,,[],[],,2025-05-13,2025-05-13,2070-01-01,5,college,1,0,0,0,0,2011,,,,,,,,,,,,,,,,small,3,Medical_Healthcare,,,1,Clinical_Nurse,,,5.0,06:30,13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47025562,24시 배곧스마트동물의료센터,Veterinary_Animal_Care,['Veterinary_Animal_Care'],[35],35,2025-05-25,2025-05-25,2025-06-24,0,no,1,0,3,0,0,,2.0,7.0,3.0,4.0,2,2,1,0,2,0.0,0.0,5.0,1.0,1.0,0.0,small,3,Medical_Healthcare,Gyeonggi-do,Siheung,5,Veterinary,243.0,243.0,5.0,08:30,18:30,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
